id,name,latitude,longitude,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,extra_people,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
14483758,Downtown Boston | Modern 1 Bedroom | The North End,42.36401225,-71.05681068,42.36401225,-71.05681068,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$195.00 ,$199.00 ,$35.00 ,$0.00 ,10,10,10,10,10,9,t,strict,2
12494334,"Sweet Spot, Fort hill",42.33021363,-71.0923242,42.33021363,-71.0923242,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",Iron}",$145.00 ,$100.00 ,$8.00 ,$10.00 ,8,9,7,7,9,8,f,strict,0.44
13653233,Spacious 3BR in South End,42.33529262,-71.08686083,42.33529262,-71.08686083,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$209.00 ,$400.00 ,$95.00 ,$10.00 ,10,10,10,9,8,8,t,strict,1.58
7293671,Spacious private bedroom in house,42.32725296,-71.07558887,42.32725296,-71.07558887,House,Private room,2,2.5,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Iron}",$90.00 ,$100.00 ,$25.00 ,$30.00 ,10,10,10,10,8,10,f,strict,0.16
5717690,Lovely South End 1 bedroom,42.34000152,-71.08129895,42.34000152,-71.08129895,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$167.00 ,$500.00 ,$100.00 ,$0.00 ,9,9,9,9,9,9,f,strict,1.7
10190260,High End South End Loft/Silver Line,42.3332953,-71.07815404,42.3332953,-71.07815404,Condominium,Private room,1,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Hangers,Iron,""Laptop Friendly Workspace""}",$75.00 ,$200.00 ,$100.00 ,$20.00 ,10,10,10,10,10,10,f,strict,0.14
1342370,"Beautiful 2 Bedroom Apt, South End",42.33778383,-71.07967634,42.33778383,-71.07967634,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Hair Dryer"",Iron}",$265.00 ,$500.00 ,$125.00 ,$0.00 ,9,9,9,9,9,8,f,strict,1.45
349347,Modern Studio Apartment - South End,42.3382399,-71.08171734,42.3382399,-71.08171734,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$150.00 ,$500.00 ,$100.00 ,$0.00 ,9,9,9,9,9,8,f,strict,1.05
1175376,Newly Renovated 2 Bed in South End,42.33903881,-71.0810442,42.33903881,-71.0810442,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$275.00 ,$500.00 ,$125.00 ,$0.00 ,9,9,10,9,9,9,f,strict,1.25
276450,Convenient 1 bedroom on Tremont St,42.33814027,-71.08000806,42.33814027,-71.08000806,Apartment,Entire home/apt,4,NA,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly""}",$167.00 ,$500.00 ,$100.00 ,$0.00 ,9,9,9,8,9,8,f,strict,1.02
6780313,lovely sunny room in Boston,42.33539829,-71.08259403,42.33539829,-71.08259403,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$65.00 ,$300.00 ,$50.00 ,$25.00 ,9,8,9,9,7,8,f,moderate,1.23
13513696,2BR South End Splendor w/ Private Deck,42.33909994,-71.08055574,42.33909994,-71.08055574,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",$148.00 ,$100.00 ,$75.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,t,flexible,NA
4568116,Brownstone Cozy Private Studio,42.32952729,-71.09198969,42.32952729,-71.09198969,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$135.00 ,$350.00 ,$25.00 ,$30.00 ,10,10,10,10,9,9,f,moderate,7.41
6780300,Large Sunny room in Boston,42.33588188,-71.08310262,42.33588188,-71.08310262,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Carbon Monoxide Detector"",""24-Hour Check-in"",""Laptop Friendly Workspace""}",$65.00 ,$300.00 ,$50.00 ,$25.00 ,9,9,10,10,8,9,f,moderate,0.65
14414473,Modern living in a conveniently located brownstone,42.33000609,-71.09193884,42.33000609,-71.09193884,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace""}",$125.00 ,$300.00 ,$50.00 ,$0.00 ,10,10,10,10,9,10,f,moderate,4
13298137,"Small Rm, Renovated House, EZ to Downtown/Longwood",42.31633899,-71.07923884,42.31633899,-71.07923884,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Hot Tub"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$33.00 ,$300.00 ,$50.00 ,$0.00 ,10,10,10,10,10,10,f,strict,1
13379155,Private room in Boston,42.33891849,-71.08396839,42.33891849,-71.08396839,Apartment,Private room,1,1,1,1,Real Bed,"{Kitchen,""Elevator in Building"",""Hot Tub"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace""}",$52.00 ,$100.00 ,$10.00 ,$0.00 ,9,7,10,10,9,8,f,flexible,1.11
12756776,Wonderful Boston apartment- 8 people,42.32559243,-71.09739571,42.32559243,-71.09739571,Apartment,Entire home/apt,8,1,3,4,Real Bed,"{TV,""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",$236.00 ,$250.00 ,$100.00 ,$50.00 ,9,8,9,10,8,8,f,strict,2.83
1550047,Desirable 3 Bed/2 Bath in South End,42.33832831,-71.08132466,42.33832831,-71.08132466,Apartment,Entire home/apt,7,2,3,3,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Hair Dryer"",Iron}",$330.00 ,$500.00 ,$125.00 ,$0.00 ,9,9,9,8,9,9,f,strict,1.65
5269216,3 bedroom Garden Apt in South End,42.33767173,-71.08033835,42.33767173,-71.08033835,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Hair Dryer"",Iron}",$300.00 ,$500.00 ,$125.00 ,$0.00 ,9,10,10,9,9,9,f,strict,2.35
14110777,Great Room w/ Couch 1 Block away Public Transit!!!,42.31768371,-71.08876226,42.31768371,-71.08876226,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$45.00 ,$95.00 ,$15.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,f,flexible,NA
6939454,Boston Executive Whole Apartment,42.32527568,-71.08100201,42.32527568,-71.08100201,Apartment,Entire home/apt,8,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$179.00 ,$100.00 ,$20.00 ,$30.00 ,9,9,9,9,8,8,t,moderate,2.33
176006,Spacious 2 family w/Room to Spare,42.31434404,-71.0735016,42.31434404,-71.0735016,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",$60.00 ,$100.00 ,$20.00 ,$10.00 ,10,10,10,9,7,9,t,strict,1.46
7281884,"Charming urban studio, free parking",42.3128902,-71.08315548,42.3128902,-71.08315548,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$110.00 ,$100.00 ,$30.00 ,$8.00 ,10,10,10,10,9,10,f,moderate,5.99
10787333,Garden Apt - Highland Park/Fort Hill (Orange Line),42.32738352,-71.09471433,42.32738352,-71.09471433,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$114.00 ,$250.00 ,$35.00 ,$0.00 ,10,10,10,10,9,10,f,flexible,2.56
13261006,"Private room, A/C, with shared bath, rooftop.",42.33979347,-71.08226443,42.33979347,-71.08226443,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$75.00 ,$95.00 ,$15.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,f,flexible,NA
14473053,Lovely 2BR in Lower Roxbury,42.3364863,-71.08647876,42.3364863,-71.08647876,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$209.00 ,$400.00 ,$95.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,t,strict,NA
4593974,Parking EZ 2 Downtown/Longwood Larg,42.31645798,-71.07951953,42.31645798,-71.07951953,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$39.00 ,$300.00 ,$50.00 ,$0.00 ,10,10,10,10,8,10,f,strict,0.51
3343428,Brownstone Custom Bedroom,42.32953005,-71.09275135,42.32953005,-71.09275135,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$95.00 ,$400.00 ,$25.00 ,$30.00 ,10,10,10,10,9,10,f,moderate,1.68
3888360,3BR/1.5BA + Prvt Patio - Boston,42.32555276,-71.08705705,42.32555276,-71.08705705,Apartment,Entire home/apt,10,1.5,3,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$269.00 ,$500.00 ,$199.00 ,$0.00 ,10,9,10,10,8,9,t,moderate,3.87
13653016,Stylish 2BR in Lower Roxbury,42.33638943,-71.08660455,42.33638943,-71.08660455,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$229.00 ,$400.00 ,$95.00 ,$10.00 ,10,10,10,10,9,9,t,strict,1.87
14472812,Handsome 2BR in Lower Roxbury,42.33684717,-71.0868307,42.33684717,-71.0868307,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$169.00 ,$400.00 ,$95.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,t,strict,NA
169430,Elegant Urban Art-Filled Victorian,42.32158165,-71.09047218,42.32158165,-71.09047218,House,Entire home/apt,10,2,4,6,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00 ,$500.00 ,$80.00 ,$25.00 ,9,9,10,10,8,9,f,strict,1.71
13652639,Chic 3BR in Lower Roxbury,42.33565944,-71.0852038,42.33565944,-71.0852038,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,""24-Hour Check-in""}",$229.00 ,$400.00 ,$95.00 ,$10.00 ,10,10,10,10,8,10,t,strict,1.84
9834532,Gorgeous rowhouse in South End,42.33646144,-71.08270026,42.33646144,-71.08270026,House,Entire home/apt,6,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$250.00 ,$500.00 ,$200.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,f,flexible,NA
4460532,Brownstone Modern Bedroom ,42.32821308,-71.09265012,42.32821308,-71.09265012,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$92.00 ,$400.00 ,$25.00 ,$30.00 ,10,10,10,10,9,10,f,moderate,3.5
4263736,Brownstone Master Bedroom Suite,42.32943011,-71.09307508,42.32943011,-71.09307508,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$125.00 ,$400.00 ,$25.00 ,$30.00 ,10,10,10,10,9,10,f,moderate,3.65
8735827,Brownstone Serene Guest BR/Bath,42.32945376,-71.09308986,42.32945376,-71.09308986,Townhouse,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$90.00 ,$250.00 ,$20.00 ,$40.00 ,10,10,10,10,9,9,f,moderate,2.96
13978700,Sunny Hill Garden Suite 1,42.31076766,-71.08626931,42.31076766,-71.08626931,Apartment,Entire home/apt,10,3.5,0,3,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$450.00 ,$500.00 ,$200.00 ,$20.00 ,NA,NA,NA,NA,NA,NA,t,strict,NA
658029,Splendid Tremont St. 1 bedroom,42.33923256,-71.08141307,42.33923256,-71.08141307,Apartment,Entire home/apt,4,NA,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Family/Kid Friendly"",Washer,Dryer}",$163.00 ,$500.00 ,$100.00 ,$0.00 ,9,9,9,8,9,8,f,strict,1.35
6709682,Private room in Boston,42.33720962,-71.08478305,42.33720962,-71.08478305,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$65.00 ,$300.00 ,$50.00 ,$15.00 ,9,9,9,9,8,9,f,moderate,1.66
3656168,Parking Close 2 Downtown Renovated,42.31793468,-71.07922631,42.31793468,-71.07922631,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Hot Tub"",""Buzzer/Wireless Intercom"",""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""24-Hour Check-in"",""Laptop Friendly Workspace""}",$40.00 ,$300.00 ,$50.00 ,$0.00 ,10,10,10,10,7,9,f,strict,0.32
7618925,4 Beds 2 Baths in Luxury Brownstone,42.32964015,-71.09274149,42.32964015,-71.09274149,Apartment,Entire home/apt,8,2,4,5,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$625.00 ,"$1,200.00 ",$150.00 ,$0.00 ,10,10,10,10,4,8,f,moderate,0.94
13549924,High ceiling studio in the South End,42.33740473,-71.07842744,42.33740473,-71.07842744,Apartment,Entire home/apt,4,1,0,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",$200.00 ,$200.00 ,$50.00 ,$0.00 ,10,10,10,8,10,10,f,flexible,1.5
8734707,Brownstone Cozy Penthouse Suite,42.32974333,-71.09185431,42.32974333,-71.09185431,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$90.00 ,$250.00 ,$20.00 ,$40.00 ,10,10,10,10,9,10,f,moderate,3.52
8815738,Brownstone 2bed/2bath Owner's Apt,42.32757428,-71.09210878,42.32757428,-71.09210878,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$300.00 ,$800.00 ,$50.00 ,$0.00 ,NA,NA,NA,NA,NA,NA,f,moderate,NA
7161203,Cozy Rm EZ St Parking EZ 2 downtown,42.31710874,-71.08077882,42.31710874,-71.08077882,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$35.00 ,$300.00 ,$50.00 ,$0.00 ,9,9,9,10,9,9,f,strict,0.34
1197857,Classic 1 bedroom in South End,42.33852368,-71.07984588,42.33852368,-71.07984588,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$167.00 ,$500.00 ,$100.00 ,$0.00 ,9,9,9,9,9,8,f,strict,1.61
9961767,1 Bedroom in Historic South End,42.33461965,-71.07637612,42.33461965,-71.07637612,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Iron,""Laptop Friendly Workspace""}",$150.00 ,$200.00 ,$50.00 ,$0.00 ,10,10,10,10,9,10,f,flexible,0.76
4555637,Brownstone Loft Bedroom,42.32960717,-71.09340591,42.32960717,-71.09340591,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$81.00 ,$400.00 ,$25.00 ,$0.00 ,10,10,10,10,9,9,f,moderate,1.82
2301709,Gorgeous South End 2 Bed/1.5 Bath,42.33726366,-71.07632732,42.33726366,-71.07632732,Apartment,Entire home/apt,6,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$250.00 ,$500.00 ,$125.00 ,$0.00 ,9,9,10,9,9,9,f,strict,1.41
11856912,Brownstone Apt. in Hip S. End!,42.33833507,-71.07090524,42.33833507,-71.07090524,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$185.00 ,$150.00 ,$35.00 ,$30.00 ,10,10,10,10,10,10,f,moderate,0.58
3969526,Sensational South End 2 bedroom,42.33762737,-71.07394703,42.33762737,-71.07394703,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$255.00 ,$100.00 ,$80.00 ,$30.00 ,10,10,10,10,9,9,f,strict,4.59
1166808,Living Room in ♥︎ of Boston,42.34284812,-71.07212171,42.34284812,-71.07212171,Apartment,Shared room,1,1,1,1,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00 ,"$1,500.00 ",$60.00 ,$0.00 ,8,9,9,10,10,9,f,strict,0.72
8439661,Fantastic 2 bed/1.5 bath South End,42.33596696,-71.07508978,42.33596696,-71.07508978,Apartment,Entire home/apt,6,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$250.00 ,$500.00 ,$125.00 ,$0.00 ,9,9,9,8,9,8,f,strict,0.97
6793945,Stylish South End Apartment,42.33632671,-71.07415655,42.33632671,-71.07415655,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$215.00 ,$250.00 ,$50.00 ,$30.00 ,10,10,10,10,9,9,f,strict,1.88
